REF	ETUD	LOCA	REG	DPT	COM	INSEE	TICO	ADRS	STAT	AFFE	PPRO	DPRO	AUTR	SCLE	
PA51000005	recensement immeubles MH	Champagne-Ardenne ; Marne ; Châlons-en-Champagne	Champagne-Ardenne	51	Châlons-en-Champagne	51108	Maison	Pasteur (rue) 7	propriété privée		Corps de logis en totalité, y compris l'aile en retour sur jardin, en pans de bois ; portail sur rue avec ses vantaux et ses deux murs latéraux ; mur de clôture en craie sur la rue Pasteur ; ancien entrepôt (cad. AZ 15) : inscription par arrêté du 13 mars 2000	2000/03/13 : inscrit MH		4e quart 17e siècle ; 1er quart 18e siècle	
PA51000004	recensement immeubles MH	Champagne-Ardenne ; Marne ; Broyes	Champagne-Ardenne	51	Broyes	51092	Ancienne tuilerie		propriété privée		Le four (cad. ZH 114) : inscription par arrêté du 8 novembre 2000	2000/11/08 : inscrit MH		3e quart 19e siècle	
PA10000013	recensement immeubles MH	Champagne-Ardenne ; Aube ; Troyes	Champagne-Ardenne	10	Troyes	10387	Immeuble	Emile-Zola (rue) 111	propriété d'une société privée		Aile en fond de cour en totalité avec les deux caves superposées ; escalier à vis attenant ; galeries superposées sur cour (cad. BY 57) : inscription par arrêté du 4 décembre 2000	2000/12/04 : inscrit MH		2e moitié 16e siècle	
PA10000012	recensement immeubles MH	Champagne-Ardenne ; Aube ; Troyes	Champagne-Ardenne	10	Troyes	10387	Eglise Notre-Dame des Trévois	Jules-Guesde (boulevard) 87	propriété d'une association diocésaine		L'église en totalité (cad. CN 636) : classement par arrêté du 6 juillet 2001	2001/07/06 : classé MH	BELLOT Dom Paul (architecte)   ; HUGOT M. J. (architecte)   ; CHARLIER Henri (sculpteur)   ; MES François (peintre)	2e quart 20e siècle	
PA10000011	recensement immeubles MH	Champagne-Ardenne ; Aube ; La Chaise	Champagne-Ardenne	10	Chaise (La)	10072	Château de la Chaise		propriété privée		Corps central en totalité ; façades et toitures pour les ailes latérales (cad. B 35) : inscription par arrêté du 14 mars 2000	2000/03/14 : inscrit MH		2e moitié 19e siècle	
PA08000005	recensement immeubles MH	Champagne-Ardenne ; Ardennes ; Bogny-sur-Meuse	Champagne-Ardenne	08	Bogny-sur-Meuse	08081	Maison dite "château Marcadet"		propriété d'une société privée		Maison, y compris les vitraux en dépôt au musée de l'Ardenne à Charleville-Mézières (cad. AO 297) : inscription par arrêté du 3 octobre 2000	2000/10/03 : inscrit MH		2e moitié 19e siècle	
PA08000004	recensement immeubles MH	Champagne-Ardenne ; Ardennes ; Maisoncelle-et-Villers	Champagne-Ardenne	08	Maisoncelle-et-Villers	08268	Château de Villers		propriété privée		Château en totalité et emplacement des anciennes douves (cad. X 83, 57, 58) : inscription par arrêté du 13 mars 2000	2000/03/13 : inscrit MH		16e siècle ; 18e siècle	
PA51000003	recensement immeubles MH	Champagne-Ardenne ; Marne ; Saint-Brice-Courcelles	Champagne-Ardenne	51	Saint-Brice-Courcelles	51474	Château de Courcelles	Sorbon (rue) 15	propriété d'une personne privée		Façades et toitures ; salon central au rez-de-chaussée (cad. AD 3) : inscription par arrêté du 30 avril 1999	1999/04/30 : inscrit MH	GARNAUD Antoine Martin (architecte)	2e quart 19e siècle	
PA10000010	recensement immeubles MH	Champagne-Ardenne ; Aube ; Longchamp-sur-Aujon	Champagne-Ardenne	10	Longchamp-sur-Aujon	10203	Ancienne grange d'Outre-Aube		propriété de la commune ; propriété d'une association		Ancienne grange composée des bâtiments suivants : le corps de logis y compris les vantaux 17e siècle de la porte d'entrée, les trois ailes de dépendances au nord délimitant une cour et la grange sud (cad. ZH 44, 45) : inscription par arrêté du 8 avril 1998	1998/04/08 : inscrit MH		milieu 17e siècle ; 4e quart 18e siècle	
PA08000003	recensement immeubles MH	Champagne-Ardenne ; Ardennes ; Touligny	Champagne-Ardenne	08	Touligny	08454	Château de la Basse-Touligny		propriété d'une personne privée		Façade et toitures de l'aile d'entrée (aile nord) , pont d'entrée, parcelle A 250 correspondant à l'emplacement des anciennes douves (cad. A 250) : inscription par arrêté du 19 août 1998	1998/08/19 : inscrit MH		17e siècle	
PA51000002	recensement immeubles MH	Champagne-Ardenne ; Marne ; Reims	Champagne-Ardenne	51	Reims	51454	Cellier d'expédition	Mars (rue de) 4bis	propriété d'une société privée		Façade sur la rue (cad. BE 294) : inscription par arrêté du 3 novembre 1997	1997/11/03 : inscrit MH partiellement	KALAS Ernest (architecte) ; GUILBERT-MARTIN Auguste (mosaïste) ; BLANC Joseph (dessinateur) ; GUILLONNET Octave Denis Victor (dessinateur) ; PEYNOT Emile (sculpteur)	4e quart 19e siècle	
PA10000004	recensement immeubles MH	Champagne-Ardenne ; Aube ; Montreuil-sur-Barse	Champagne-Ardenne	10	Montreuil-sur-Barse	10255	Maison du 16e siècle		propriété d'une personne privée		Maison, y compris le volet déposé (cad. A 708) : classement par arrêté du 24 mars 1997	1997/03/24 : classé MH		milieu 16e siècle	
PA52000013	recensement immeubles MH	Champagne-Ardenne ; Haute-Marne ; Voisines	Champagne-Ardenne	52	Voisines	52545	Pont de trois arches		propriété du département		Pont enjambant la Suize sur le C.D. 135 (cad. AB DP/79) : inscription par arrêté du 13 mai 1996	1996/05/13 : inscrit MH		1ère moitié 19e siècle	
PA52000012	recensement immeubles MH	Champagne-Ardenne ; Haute-Marne ; Verbiesles	Champagne-Ardenne	52	Verbiesles	52514	Pont de trois arches		propriété du département		Pont en pierre enjambant la Marne sur le C.D. 328 de Verbiesles à la R.N. 19, avec sa croix également en pierre (cad. ZA DP/4) : inscription par arrêté du 13 mai 1996	1996/05/13 : inscrit MH	MANGOT (architecte)	2e moitié 18e siècle ; 1ère moitié 19e siècle	
PA52000011	recensement immeubles MH	Champagne-Ardenne ; Haute-Marne ; Poulangy	Champagne-Ardenne	52	Poulangy	52401	Pont ancien de pierre de trois arches		propriété de la commune		Pont ancien enjambant la Traire sur le chemin communal de Poulangy à Vesaignes-sur-Marne (cad. AC DP/399) : inscription par arrêté du 13 mai 1996	1996/05/13 : inscrit MH	TOPIN Charles Sylvestre (architecte)	4e quart 18e siècle ; 1ère moitié 19e siècle	
PA52000010	recensement immeubles MH	Champagne-Ardenne ; Haute-Marne ; Neuilly-sur-Suize	Champagne-Ardenne	52	Neuilly-sur-Suize	52349	Pont ancien de trois arches en pierre		propriété de la commune		Pont ancien enjambant la Suize en prolongement de la rue du Pont, entre la rue de l'Eglise et le C.D. 143 (cad. A DP/420) : inscription par arrêté du 17 mai 1996	1996/05/17 : inscrit MH	EVOULOIR DE SEMOUTIER François, ou : SEMOUTIER François EVOULOIR DE (architecte)	2e quart 19e siècle	
PA52000009	recensement immeubles MH	Champagne-Ardenne ; Haute-Marne ; Montsaugeon	Champagne-Ardenne	52	Montsaugeon	52340	Halles		propriété de la commune		Halles (cad. B 395 à 397) : inscription par arrêté du 30 janvier 1996	1996/01/30 : inscrit MH	AVILER Claude-Louis d' (architecte) ; PHILIBERT (entrepreneur)	2e moitié 18e siècle	
PA52000008	recensement immeubles MH	Champagne-Ardenne ; Haute-Marne ; Larivière-Arnoncourt	Champagne-Ardenne	52	Larivière-Arnoncourt	52273	Trois ponceaux en pierre à Larivière-sur-Apance, sur l'Apance		propriété du département ; propriété de la commune		Premier pont sur le chemin rural de Larivière à Fresnoy-en-Bassigny (cad. E DP/25) ; deuxième pont sur le chemin rural de Larivière à Lamarche (cad. E DP/110) ; troisième pont sur le C.D. 238 (cad. E DP/36) : inscription par arrêté du 13 mai 1996	1996/05/13 : inscrit MH		2e moitié 18e siècle	
PA52000007	recensement immeubles MH	Champagne-Ardenne ; Haute-Marne ; Grandchamp	Champagne-Ardenne	52	Grandchamp	52228	Pont ancien de trois arches en pierre		propriété du département		Pont ancien dans le village enjambant la Resaigne sur le C.D. 17 de Langres à Grenant, ainsi que le muret qui le prolonge sur la rive en aval côté nord (cad. AB DP/128) : inscription par arrêté du 13 mai 1996	1996/05/13 : inscrit MH		18e siècle	
PA52000006	recensement immeubles MH	Champagne-Ardenne ; Haute-Marne ; Doulaincourt-Saucourt	Champagne-Ardenne	52	Doulaincourt-Saucourt	52177	Pont de Doulaincourt		propriété du département		Pont de cinq arches en pierre sur le Rognon, ainsi que le pont de décharge d'une arche enjambant le Rognon sur le C.D. 253 (cad. ZI DP/17) : inscription par arrêté du 13 mai 1996	1996/05/13 : inscrit MH	PERRET Didier (ingénieur)	4e quart 18e siècle	
PA52000005	recensement immeubles MH	Champagne-Ardenne ; Haute-Marne ; Dommarien	Champagne-Ardenne	52	Dommarien	52170	Pont du 18e siècle en pierre de cinq arches		propriété du département		Pont enjambant la Vingeanne sur le C.D. 7 (cad. C DP/237) : inscription par arrêté du 13 mai 1996	1996/05/13 : inscrit MH	BURON François (architecte)	2e moitié 18e siècle	
PA52000004	recensement immeubles MH	Champagne-Ardenne ; Haute-Marne ; Cirey-sur-Blaise	Champagne-Ardenne	52	Cirey-sur-Blaise	52129	Pont 19e siècle en pierre de trois arches		propriété du département		Pont à l'intérieur du village, enjambant la Blaise, sur le C.D. 126 de Joinville à Beurville (cad. C DP/362) : inscription par arrêté du 13 mai 1996	1993/05/13 : inscrit MH	DELAVEUVE Frédéric (architecte)	2e quart 19e siècle	
PA52000003	recensement immeubles MH	Champagne-Ardenne ; Haute-Marne ; Brainville-sur-Meuse	Champagne-Ardenne	52	Brainville-sur-Meuse	52067	Pont ancien de cinq arches en pierre	C.D. 119	propriété du département		Pont enjambant la Meuse, doublé aujourd'hui par un pont moderne sur le C.D. 119 et ne figurant plus au cadastre : inscription par arrêté du 13 mai 1996	1996/05/13 : inscrit MH		1ère moitié 18e siècle	
PA52000002	recensement immeubles MH	Champagne-Ardenne ; Haute-Marne ; Baissey	Champagne-Ardenne	52	Baissey	52035	Ancien moulin de Baissey		propriété privée		Ancien moulin avec son bief (cad. AB 90, 91, 93, 94 ; C 99, 101, 102, 104) : inscription par arrêté du 20 mars 1996	1996/03/20 : inscrit MH		19e siècle ; 1ère moitié 20e siècle	
PA52000001	recensement immeubles MH	Champagne-Ardenne ; Haute-Marne ; Baissey	Champagne-Ardenne	52	Baissey	52035	Eglise Saint-Pierre-ès-Liens		propriété de la commune		Eglise (cad. AB 154) : inscription par arrêté du 30 janvier 1996	1996/01/30 : inscrit MH	BURON François (architecte)	13e siècle ; 2e moitié 18e siècle	
PA51000001	recensement immeubles MH	Champagne-Ardenne ; Marne ; La Chaussée-sur-Marne	Champagne-Ardenne	51	Chaussée-sur-Marne (La)	51141	Site archéologique des Prés La Linotte		propriété d'une société privée		Parcelles ZP 24 à 26 avec leurs vestiges archéologiques enfouis : inscription par arrêté du 4 janvier 1996	1996/01/04 : inscrit MH partiellement		Age du fer	
PA10000009	recensement immeubles MH	Champagne-Ardenne ; Aube ; Villenauxe-la-Grande	Champagne-Ardenne	10	Villenauxe-la-Grande	10420	Maison	Perrey (rue du) 44	propriété d'un établissement public départemental		Les façades et les toitures ainsi que les deux caves voûtées sur pilier central de la partie 17e siècle (cad. AD 55) :  inscription par arrêté du 23 décembre 1996	1996/12/23 : inscrit MH partiellement		1ère moitié 17e siècle	
PA10000008	recensement immeubles MH	Champagne-Ardenne ; Aube ; Troyes	Champagne-Ardenne	10	Troyes	10387	Hospice Saint-Nicolas	Cité (rue de la) 101bis	propriété d'un établissement public communal		Façades et toitures des bâtiments ; grilles d'entrée avec les piliers et murets ; murs de clôture anciens sur rues ; chapelle ; galerie de circulation au rez-de-chaussée ; parcelle sur laquelle est implantée l'édifice (cad. AY 82) : inscription par arrêté du 24 octobre 1996	1996/10/24 : inscrit MH partiellement	GAUTHIER Martin Pierre (architecte)	2e quart 19e siècle	
PA10000007	recensement immeubles MH	Champagne-Ardenne ; Aube ; Soulaines-Dhuys	Champagne-Ardenne	10	Soulaines-Dhuys	10372	Pont d'une arche dit Henri IV		propriété de la commune		Pont enjambant la Laines dans le prolongement de la rue de la Fontaine (cad. A, non cadastré) : inscription par arrêté du 3 décembre 1996	1996/12/03 : inscrit MH		1er quart 17e siècle	
PA10000006	recensement immeubles MH	Champagne-Ardenne ; Aube ; Les Riceys	Champagne-Ardenne	10	Riceys (Les)	10317	Pont de Ricey-Haut		propriété du département		Pont en pierre de cinq arches sur la Laignes près de la place Germigny, sur le C.D. 452 (cad. non cadastré) : inscription par arrêté du 12 décembre 1996	1996/12/12 : inscrit MH	AUBERT Pierre (architecte) ; VEZIEN Pierre (architecte) ; GERDY Pierre (entrepreneur)	milieu 18e siècle	
PA10000003	recensement immeubles MH	Champagne-Ardenne ; Aube ; Le Mériot	Champagne-Ardenne	10	Mériot (Le)	10231	Ponts de l'ancienne route royale Paris-Bâle (R.N. 19 et R.D. 919) (également sur commune de Nogent-sur-Seine)		propriété de l'Etat ; propriété du département		Six ponts de pierre du 18e siècle (y compris les voûtes, le parapet, les ailes, le tablier et le radier sur lequel est construit le pont) : deux ponts de deux arches et quatre ponts de trois arches ; trois bornes milliaires numéros 49, 50 et 51 (cad. non cadastré ; Le Mériot, sur la R.N. 19 entre Le Mériot et l'embranchement de Beaulieu : quatre ponts (deux ponts de deux arches et deux ponts de trois arches) , trois de ces ponts sont entre l'embranchement de Beaulieu et l'embranchement vers le site du château de Jaillac, le quatrième est le suivant lorsque l'on se dirige vers Le Mériot, il est composé de deux arches ; deux bornes milliaires le long de la R.N. 19, l'une située entre le pont près de l'embranchement de Beaulieu et le pont précédent (numéro 50) , l'autre (numéro 49) située près de l'embranchement vers Le Plessis-Mériot (R.D. 40) ; Nogent-sur-Seine, sur la R.D. 919 entre l'embranchement vers Sézanne (R.D. 51) et l'entrée de Nogent : deux ponts en pierre de trois arches y compris pour le deuxième (le plus près de Nogent) la borne milliaire située sur le parapet (numéro 51) ) : inscription par arrêté du 9 décembre 1996	1996/12/09 : inscrit MH		2e quart 18e siècle	
PA10000002	recensement immeubles MH	Champagne-Ardenne ; Aube ; Le Mériot	Champagne-Ardenne	10	Mériot (Le)	10231	Ponts et chaussée surélevée de l'ancien château de Jaillac		propriété de la commune		Quatre ponts (trois de deux arches et un d'une arche) entre la route nationale 19 et le site de l'ancien château ; chaussée surélevée percée de quatre arches, au nord du site de l'ancien château (cad. ZB, non cadastré, sur le chemin rural numéro 4 de La Ferté) : inscription par arrêté du 3 décembre 1996	1996/12/03 : inscrit MH		17e siècle ; 18e siècle	
PA10000001	recensement immeubles MH	Champagne-Ardenne ; Aube ; Loches-sur-Ource	Champagne-Ardenne	10	Loches-sur-Ource	10199	Pont sur l'Ource		propriété du département		Pont en pierre de trois arches sur le chemin départemental numéro 103 de Gyé-sur-Seine à Eguilly-sous-Bois (cad. non cadastré) : inscription par arrêté du 12 décembre 1996	1996/12/12 : inscrit MH		milieu 18e siècle	
PA08000002	recensement immeubles MH	Champagne-Ardenne ; Ardennes ; Sedan	Champagne-Ardenne	08	Sedan	08409	Ancien Hôtel de ville	Horloge (rue de l') 39, 39bis ; Saint-Michel (rue) 11bis	propriété d'une personne privée		Façades (sur rue et sur cour) et toiture des trois ailes du 17e siècle (cad. BM 290) : inscription par arrêté du 13 mai 1996	1996/05/13 : inscrit MH partiellement		1ère moitié 17e siècle	
PA08000001	recensement immeubles MH	Champagne-Ardenne ; Ardennes ; Charleville-Mézières	Champagne-Ardenne	08	Charleville-Mézières	08105	Anciens bains-douches de Charleville	Couvelet (rue) 5	propriété d'une personne privée		Façade donnant rue Couvelet, y compris les façades latérales du corps central sur toute leur hauteur jusqu'à la limite des cheminées (cad. AN 277) : inscription par arrêté du 27 février 1996	1996/02/27 : inscrit MH partiellement	DESPAS Francis (architecte)	1er quart 20e siècle	
PA00135314	recensement immeubles MH	Champagne-Ardenne ; Haute-Marne ; Mathons	Champagne-Ardenne	52	Mathons	52316	Eglise Notre-Dame de l'Assomption		propriété de la commune		Eglise (cad. C 237) : inscription par arrêté du 19 janvier 1995	1995/01/19 : inscrit MH		4e quart 12e siècle ; 13e siècle	
